name;nicknames;description;tokens;properties;referrals;history
RX-24 Pilot Droid;['RX-24 Pilot Droid'];"RX-24 was the pilot of the star commuter shuttle that traveled from Lothal to Garel. He was genial but proper; when a young passenger suggested it, he commanded all droids to remain in the rear of the ship as Imperial code dictated. Little did RX-24 know that this was all part of a rebel scheme to gain information from an on-board Imperial.";['rx-24', 'pilot', 'star', 'commuter', 'shuttle', 'traveled', 'lothal', 'garel', 'genial', 'proper', 'young', 'passenger', 'suggested', 'commander', 'droid', 'remain', 'rear', 'ship', 'imperial', 'code', 'dictates', 'little', 'rx-24', 'knows', 'part', 'rebel', 'scheming', 'gain', 'information', 'on-board', 'imperial'];{'Appearances': ['Star Wars Rebels'], 'Locations': ['Lothal', 'Garel'], 'Vehicles': ['Star Commuter Shuttle', 'GX1 Short Hauler']};;
Rae Sloane;['Rae Sloane'];With Emperor Palpatine dead, a new Imperial leader has emerged from the chaos after Endor -- Admiral Rae Sloane, a decorated veteran with a vision for the Empire’s future. Sloane believes that the Empire has purged itself of weakness and corruption, and that those who remain are worthy to uphold the Empire’s ideals. Uncompromising and tactically brilliant, Sloane holds the remaining Imperial loyalists together with an iron will.;['emperor', 'palpatine', 'dead', 'new', 'imperial', 'leader', 'emerges', 'chaos', 'endor', 'admiral', 'rae', 'sloane', 'decorated', 'veteran', 'vision', 'empire', 'future', 'sloane', 'believed', 'empire', 'purge', 'weak', 'corruption', 'remain', 'worthy', 'uphold', 'empire', 'ideals', 'uncompromising', 'tactical', 'brilliant', 'sloane', 'hold', 'remain', 'imperial', 'loyalist', 'together', 'iron'];{};;
Rafa;['Rafa'];The eldest of two sisters, during the Clone Wars Rafa Martez ran a galactic laundry facility she won gambling, while making her real living through illegal jobs with the denizens of the Coruscant underworld. Trusting only her sister, Trace, the two siblings learned that they could only count on each other to survive. But with the Empire now in power, Rafa's faith in her sister remains, yet she finds herself choosing a side.;['eldest', 'two', 'sister', 'clone', 'wars', 'rafa', 'martez', 'ran', 'galactic', 'laundry', 'facility', 'gambling', 'make', 'real', 'living', 'illegal', 'job', 'denizens', 'coruscant', 'underworld', 'trust', 'sister', 'trace', 'two', 'siblings', 'learned', 'could', 'count', 'survived', 'empire', 'power', 'rafa', 'faithful', 'sister', 'remain', 'yet', 'find', 'choose', 'side'];{'Appearances': ['Star Wars: The Bad Batch', 'Star Wars: The Clone Wars'], 'Vehicles': ['The Silver Angel']};['Pyke Syndicate', 'Trace', 'Kessel', 'Trace', 'Ziro the Hutt', 'Ahsoka', 'Trace'];
Rake Gahree;['Rake Gahree'];"Among the most promising cadets at the Empire’s Skystrike Academy was Rake Gahree. Secretly, however, Rake wished to leave his Imperial life behind and join the rebellion. But it was not meant to be; during an attempt to escape with undercover rebel Sabine Wren and two fellow trainees, Governor Pryce remotely disabled their ships. She ordered one of the fighters -- now defenseless and floating listlessly -- destroyed, and Rake was no more.";['among', 'promise', 'cadets', 'empire', 'skystrike', 'academy', 'rake', 'gahree', 'secretly', 'however', 'rake', 'wish', 'leaving', 'imperial', 'life', 'behind', 'joined', 'rebellion', 'meant', 'attempt', 'escape', 'undercover', 'rebel', 'sabine', 'wren', 'two', 'fellow', 'trainee', 'governor', 'pryce', 'remote', 'disable', 'ship', 'order', 'one', 'fighter', 'defenseless', 'float', 'listlessly', 'destroyed', 'rake'];{'Appearances': ['Star Wars Rebels'], 'Gender': ['Male'], 'species': ['Human']};;
Rako Hardeen;['Rako Hardeen'];Rako Hardeen had aspirations for greatness -- he wanted to stand shoulder-to-shoulder among the legendary bounty hunters of his era, hired guns like Cad Bane, Embo and Twazzi. A crack shot, he was reputed to be the best marksman from Concord Dawn, but he never gained the notoriety he desired. That is, until the day he killed Obi-Wan Kenobi...    Hardeen was hired by a mysterious client to target Kenobi. He succeeded, just barely outrunning Kenobi's vengeful former apprentice, Anakin Skywalker. Hiding out in the seamy depths of Coruscant, Rako was shocked to discover his client was the Jedi Council. it was part of a secret plot to replace Hardeen with a Jedi agent to infiltrate the criminal underworld.;['rako', 'hardeen', 'aspirations', 'great', 'wanted', 'stand', 'shoulder-to-shoulder', 'among', 'legendary', 'bounty', 'hunter', 'era', 'hired', 'guns', 'like', 'cad', 'bane', 'embo', 'twazzi', 'crack', 'shot', 'reputation', 'best', 'marksman', 'concord', 'dawn', 'never', 'gain', 'notoriety', 'desire', 'days', 'killed', 'obi-wan', 'kenobi', 'hardeen', 'hired', 'mysterious', 'clients', 'target', 'kenobi', 'succeed', 'barely', 'outrunning', 'kenobi', 'vengeful', 'former', 'apprentice', 'anakin', 'skywalker', 'hiding', 'seamy', 'depths', 'coruscant', 'rako', 'shocked', 'discovered', 'clients', 'jedi', 'council', 'part', 'secret', 'plot', 'replace', 'hardeen', 'jedi', 'agent', 'infiltrate', 'criminal', 'underworld'];{'Appearances': ['Star Wars: The Clone Wars'], 'Locations': ['Concord Dawn'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.89m '], 'Vehicles': ['Speeder Bike'], 'Weapons': ['Blaster Pistol', 'Blaster Rifle']};;
Ram Jomaram;['Ram Jomaram'];"Padawan Ram Jomaram of the Valo Temple is a natural tinkerer; for him, mechanics are meditation. His favorite place to be is a dingy, dim garage full of rusty mechanical parts and tools, among some big eared long-tailed furballs: the Bonbraks. After mistaking his clunky, rusted droid V-18 for cargo, he painted it purple. Ram hates the idea of a fight and his lightsaber technique leaves much to be desired, but where he lacks in fighting finesse he makes up for in his mechanical prowess and big heart.";['padawan', 'ram', 'jomaram', 'valo', 'temple', 'nature', 'tinkering', 'mechanical', 'meditation', 'favorite', 'place', 'dingy', 'dim', 'garage', 'full', 'rusty', 'mechanical', 'part', 'tools', 'among', 'big', 'ear', 'long-tailed', 'furballs', 'bonbraks', 'mistake', 'clunky', 'rusted', 'droid', 'v-18', 'cargo', 'painted', 'purple', 'ram', 'hated', 'idea', 'fight', 'lightsaber', 'technique', 'leaving', 'much', 'desire', 'lack', 'fight', 'finesse', 'make', 'mechanical', 'prowess', 'big', 'heart'];{'Appearances': ['Star Wars: The High Republic']};;
Rancor;['Rancor'];Rancors are towering hulks of muscle and reptilian flesh that walk on two stubby legs and use their disproportionately long arms to capture prey. A salivating, tooth-filled maw dominates their flat faces, and their armored skin is so tough that they can shrug off blaster bolts as little more than annoyances. While not inherently vicious -- Felucia’s farmers co-existed relatively peaceably with spined, brightly colored jungle rancors -- these creatures were prized as trophies by crimelords and other wealthy, amoral individuals. Jabba the Hutt kept a rancor in a shadowy chamber beneath his Tatooine throne room. After Luke Skywalker killed the beast, an outraged Jabba ordered the public execution of the Jedi and his friends.;['rancor', 'tower', 'hulking', 'muscle', 'reptilian', 'flesh', 'walk', 'two', 'stubby', 'legs', 'used', 'disproportionately', 'long', 'arms', 'capture', 'prey', 'salivating', 'tooth-filled', 'maw', 'dominance', 'flat', 'face', 'armor', 'skin', 'tough', 'shrug', 'blaster', 'bolts', 'little', 'annoyances', 'inherently', 'vicious', 'felucia', 'farmer', 'co-existed', 'relative', 'peaceably', 'spined', 'brightly', 'color', 'jungle', 'rancor', 'creature', 'prize', 'trophies', 'crimelord', 'wealthy', 'amoral', 'individual', 'jabba', 'hutt', 'kept', 'rancor', 'shadowy', 'chamber', 'beneath', 'tatooine', 'throne', 'room', 'luke', 'skywalker', 'killed', 'beast', 'outraged', 'jabba', 'order', 'public', 'executed', 'jedi', 'friend'];{'Appearances': ['Star Wars: Return of the Jedi (Episode VI)', 'Star Wars: The Bad Batch', 'The Book of Boba Fett', 'Star Wars: The Clone Wars'], 'Dimensions': ['Height: 5.0m ']};;
Rancor keeper;['Rancor keeper'];Every rancor needs a rancor keeper. When the Hutt twins gift a bound beast to Boba Fett, the creature comes with a grizzled rancor keeper who keeps a close eye on the rancor's training and care.;['every', 'rancor', 'needed', 'rancor', 'keeper', 'hutt', 'twin', 'gifted', 'bound', 'beast', 'boba', 'fett', 'creature', 'come', 'grizzled', 'rancor', 'keeper', 'keep', 'close', 'eyes', 'rancor', 'training', 'careful'];{'Appearances': ['The Book of Boba Fett']};;
Raney;['Raney'];The leader of an encampment of Zygerrian slave traders holed up on Ord Mantell, Raney and his soldiers take advantage of the end of the Republic by amassing human and Falleen slaves, among other captives. A scar bisecting his face and one milky, sightless eye suggest hardwon battles of his past, preparing him for a return to Kadavo to rebuild the Zygerrian empire.;['leader', 'encampment', 'zygerrian', 'slave', 'trader', 'hole', 'ord', 'mantell', 'raney', 'soldiers', 'take', 'advantage', 'end', 'republic', 'amassing', 'human', 'falleen', 'slave', 'among', 'captive', 'scarred', 'bisecting', 'face', 'one', 'milky', 'sightless', 'eyes', 'suggested', 'hardwon', 'battle', 'past', 'prepared', 'return', 'kadavo', 'rebuild', 'zygerrian', 'empire'];{'Appearances': ['Star Wars: The Bad Batch'], 'Gender': ['Male'], 'species': ['Zygerrian']};;
Ranzar 'Ran' Malk;"[""Ranzar 'Ran' Malk""]";"Ranzar ""Ran"" Malk operates out of the Roost space station and is highly skilled at putting together just the right crew for the task at hand.";"['ranzar', '``', 'ran', ""''"", 'malk', 'operations', 'roost', 'space', 'station', 'highly', 'skills', 'put', 'together', 'right', 'crew', 'tasked', 'hands']";{'Appearances': ['The Mandalorian']};;
Rappertunie;['Rappertunie'];A green-skinned Shawda Ubb, Rappertunie played a peculiar instrument known as a Growdi Harmonique. He used his fingers, toes and mouth to supplement the wall of sound that was the Max Rebo Band at full strength.;['green-skinned', 'shawda', 'ubb', 'rappertunie', 'playing', 'peculiar', 'instrument', 'known', 'growdi', 'harmonique', 'used', 'fingers', 'toes', 'mouth', 'supplement', 'walled', 'sound', 'max', 'rebo', 'band', 'full', 'strength'];{'Appearances': ['Star Wars: Return of the Jedi (Episode VI)'], 'Affiliations': ['The Max Rebo Band'], 'Locations': ['Tatooine'], 'Gender': ['Male'], 'Dimensions': ['Height: 0.3m ']};;
Raspar Six;['Raspar Six'];As the manager of a rundown refueling depot at Ro Station, Raspar scrapes by through a mix of honest work, under-the-table bribes, and the occasional secret alliance with bounty hunters.;['managed', 'rundown', 'refueling', 'depot', 'ro', 'station', 'raspar', 'scrapes', 'mix', 'honest', 'work', 'under-the-table', 'bribes', 'occasional', 'secret', 'alliance', 'bounty', 'hunter'];{'Appearances': ['Star Wars: The Bad Batch'], 'Locations': ['Pantora']};;
Ratts Tyerell;['Ratts Tyerell'];Ratts Tyerell was the tiniest of the Podracer pilots in the Boonta Eve Classic, though size matters not in such a competition. The little scrapper piloted a Podracer with immense engines ... too big, it would seem, for the tight confines of the Laguna Caves. On the second lap of the race, Ratts' accelerator jammed, and he couldn't get clearance past the rocky stalactites. The resulting fireball killed the little guy. His family, who had traveled to Mos Espa to witness the race, was reportedly seen grieving shortly thereafter.;"['ratts', 'tyerell', 'tiniest', 'podracer', 'pilot', 'boonta', 'eve', 'classic', 'though', 'size', 'matters', 'competition', 'little', 'scrapper', 'pilot', 'podracer', 'immense', 'engineer', 'big', 'would', 'seems', 'tight', 'confines', 'laguna', 'cave', 'second', 'lap', 'race', 'ratts', 'acceleration', 'jammed', 'could', ""n't"", 'get', 'clearance', 'past', 'rocky', 'stalactites', 'result', 'fireball', 'killed', 'little', 'guy', 'family', 'traveled', 'mos', 'espa', 'witness', 'race', 'reportedly', 'seen', 'grieving', 'shortly', 'thereafter']";{'Appearances': ['Star Wars: The Phantom Menace (Episode I)'], 'Affiliations': ['Boonta Eve Classic Podracer Pilots'], 'Locations': ['Aleen'], 'Gender': ['Male'], 'Dimensions': ['Height: 0.79m '], 'species': ['Aleena'], 'Vehicles': ['Podracer']};;
Razoo Qin-Fee;['Razoo Qin-Fee'];A lieutenant of Kanjiklub leader Tasu Leech, Razoo Qin-Fee was a pyromaniac and tech expert, notable for having been banned from the underworld Zygerrian fighting circuit for cheating. That was quite an accomplishment in a sport without rules.;['lieutenant', 'kanjiklub', 'leader', 'tasu', 'leech', 'razoo', 'qin-fee', 'pyromaniac', 'tech', 'expert', 'notable', 'banned', 'underworld', 'zygerrian', 'fight', 'circuit', 'cheating', 'quite', 'accomplished', 'sport', 'without', 'rule'];{'Appearances': ['Star Wars: The Force Awakens (Episode VII)'], 'Affiliations': ['Kanjiklub'], 'Gender': ['Male'], 'species': ['Human'], 'Weapons': ['Blaster Rifle']};;
Reath Silas;['Reath Silas'];"Reath Silas is a skillful Padawan who has had a somewhat privileged apprenticeship; his master, the great Jora Malli, is a member of the Jedi Council. Reath has spent a great deal of time on Coruscant in elevated diplomatic meetings, and prefers books and studying to the thrills and dangers of real adventure, which makes him reluctant to leave the familiar comforts of Coruscant for the frontier. Facing the great unknowns of the frontier will put Reath to the test, and he will learn what he is really made of. ";['reath', 'silas', 'skills', 'padawan', 'somewhat', 'privilege', 'apprenticeship', 'master', 'great', 'jora', 'malli', 'member', 'jedi', 'council', 'reath', 'spent', 'great', 'deal', 'time', 'coruscant', 'elevated', 'diplomatic', 'meet', 'prefers', 'books', 'studied', 'thrill', 'dangerous', 'real', 'adventures', 'make', 'reluctant', 'leaving', 'familiar', 'comforts', 'coruscant', 'frontier', 'face', 'great', 'unknown', 'frontier', 'put', 'reath', 'test', 'learned', 'really', 'made'];{'Appearances': ['Star Wars: The High Republic']};;
Rebolt;['Rebolt'];Rebolt is one of Moloch’s most-feared enforcers, threatening the other scrumrats with a savaging from his Corellian hounds and blows from his hand-crafted staff. Rebolt hoped to become Proxima’s Head Boy, but was passed over in favor of Qi’ra, a perceived slight he still resents.;['rebolt', 'one', 'moloch', 'most-feared', 'enforcer', 'threatening', 'scrumrats', 'savage', 'corellian', 'hounds', 'blow', 'hand-crafted', 'staff', 'rebolt', 'hopes', 'become', 'proxima', 'head', 'boy', 'pass', 'favor', 'qi', 'ra', 'perceived', 'slight', 'still', 'resents'];"{'Appearances': ['Solo: A Star Wars Story'], 'Affiliations': ['White Worms'], 'Locations': ['Corellia', ""White Worms' den""], 'Gender': ['Male'], 'Dimensions': ['Height: 1.73m '], 'species': ['Human'], 'Weapons': ['Rebolt’s Staff']}";;
Rella Sol;['Rella Sol'];The strategist of Titan Squadron, Rella Sol's parents both sat in the Imperial Senate before Emperor Palpatine consolidated power. Sol has inherited their political instincts and always keeps one eye on the bigger picture. While she's proud to serve, Sol's ambitions ultimately reach higher than piloting a TIE—perhaps even to a new senate. The renewed Empire will need not only strength but wisdom, and Sol is wise enough to bide her time.;['strategist', 'titan', 'squadron', 'rella', 'sol', 'parents', 'sat', 'imperial', 'senator', 'emperor', 'palpatine', 'consolidated', 'power', 'sol', 'inherited', 'political', 'instincts', 'always', 'keep', 'one', 'eyes', 'bigger', 'picture', 'proud', 'served', 'sol', 'ambitions', 'ultimately', 'reach', 'higher', 'pilot', 'tie—perhaps', 'even', 'new', 'senator', 'renewed', 'empire', 'needed', 'strength', 'wisdom', 'sol', 'wise', 'enough', 'bide', 'time'];{};;
Reva;['Reva', 'Third Sister'];Seething with ambition, Reva hunts down Jedi survivors of Order 66 as an Inquisitor. She wears the sleek armor of the secret order, and brandishes a unique lightsaber that can split in two to maximize her lethality. Having stared down her enemies, Reva’s talents as a survivor are tested to their limits.;['seething', 'ambitions', 'reva', 'hunting', 'jedi', 'survivor', 'order', 'inquisitor', 'wearing', 'sleek', 'armor', 'secret', 'order', 'brandishing', 'unique', 'lightsaber', 'split', 'two', 'maximize', 'lethal', 'stared', 'enemies', 'reva', 'talent', 'survivor', 'test', 'limits'];{};;
Rey;['Rey'];Seemingly abandoned by her parents on Jakku, Rey grew up a scavenger amid the wreckage of war. Her life changed when she agreed to help a droid on an urgent mission for the Resistance. Rey discovered she was powerful in the Force, and sought out the vanished Jedi Master Luke Skywalker to train her. That ended in disappointment, as did her attempt to bring Kylo Ren back to the light. But the resilient Rey continued her training and learned the truth about her parentage and her mysterious connection with Kylo. She then faced her greatest test: a confrontation with fear and evil that would determine the galaxy’s fate.;['seemingly', 'abandoned', 'parents', 'jakku', 'rey', 'grew', 'scavenger', 'amid', 'wreckage', 'wars', 'life', 'change', 'agreed', 'help', 'droid', 'urgent', 'mission', 'resistance', 'rey', 'discovered', 'power', 'force', 'sought', 'vanished', 'jedi', 'master', 'luke', 'skywalker', 'training', 'end', 'disappointed', 'attempt', 'bring', 'kylo', 'ren', 'back', 'light', 'resilient', 'rey', 'continues', 'training', 'learned', 'truth', 'parentage', 'mysterious', 'connection', 'kylo', 'face', 'greatest', 'test', 'confronted', 'feared', 'evil', 'would', 'determined', 'galaxy', 'fate'];"{'Appearances': ['Star Wars: The Force Awakens (Episode VII)', 'Star Wars: The Last Jedi (Episode VIII)', 'Star Wars: The Rise of Skywalker (Episode IX)', 'Star Wars: Forces of Destiny'], 'Locations': ['Jakku', 'Goazon Badlands', ""Rey's Home""], 'Gender': ['Female'], 'Dimensions': ['Height: 1.7m '], 'species': ['Human'], 'Weapons': ['Lightsaber', 'Blaster Pistol', 'Skywalker lightsaber', ""Rey's Blaster"", ""Rey's Quarterstaff""], 'Vehicles': ['Millennium Falcon', 'X-wing Starfighter', ""Rey's Speeder""]}";['Jakku', 'BB-8', 'Resistance', 'astromech', 'Luke Skywalker', 'stormtrooper', 'Finn', 'Jakku', 'Takodana', 'Kylo Ren', 'Starkiller Base', 'Luke', 'Ahch-To', 'Jedi Order', 'Kylo', 'Luke', 'Ahch-To', 'Kylo', 'Supreme Leader Snoke', 'Resistance', 'Crait', 'Leia Organa', 'Jedi texts', 'Ahch-To', 'Emperor Palpatine', 'Jakku', 'Palpatine', 'Sith wayfinder', 'Exegol', 'Kef Bir', 'the Force', 'Palpatine', 'Exegol', 'Tatooine', 'Luke', 'Leia'];
